Z
1.097635
0.930830
1.279895
0.713546
1.244165
1.149159
1.290344
1.591185
1.068809
1.471340
0.897168
1.534875
1.289249
1.259751
0.990144
0.898520
1.213805
1.140833
1.221946
1.235708
0.894264
1.102647
1.225521
0.952602
0.896372
0.648645
1.016738
0.775052
0.977323
0.824835
0.795237
0.876289
1.480362
0.852901
1.794674
0.912528
1.299998
1.285452
1.077150
1.292297
1.173716
1.150405
0.714063
1.590868
1.138748
1.310421
1.505619
1.220053
0.947401
1.003386
1.087852
1.310527
1.037886
1.140550
1.260692
1.107746
1.099945
1.527033
1.644609
1.136020
1.061715
0.842149
0.956095
0.649674
0.850734
1.466234
0.896040
1.030210
0.862435
0.948851
1.323308
1.584929
1.066091
1.195410
1.158924
0.889609
1.080524
0.986176
1.505027
0.928181
0.800860
1.305372
1.861700
2.053640
1.071930
1.196955
1.949761
1.032800
1.638623
1.237829
1.210519
1.285341
0.885615
1.095188
1.012988
0.905782
1.112903
1.159390
1.165512
1.187680
0.986880
1.021467
1.507474
1.264663
1.631167
1.081918
1.471475
0.986305
1.322829
0.841603
1.750582
1.233611
1.051265
1.037481
1.202211
1.789329
1.064207
1.287773
0.837352
1.571002
1.444111
1.139117
1.733568
1.242738
0.958806
1.206508
1.195501
1.595378
1.132543
1.107054
1.101191
1.181291
1.081731
0.753289
1.267470
0.994039
1.133283
2.114415
1.204653
1.066679
0.998948
0.874984
1.113739
1.176794
1.073941
0.985151
0.862486
1.132109
0.971388
0.923790
1.633538
0.884969
1.648999
1.143250
1.112352
1.632991
1.391032
0.597369
1.331685
1.574129
1.113981
1.337124
1.190981
0.966882
1.806463
1.054167
0.793988
0.837960
1.179858
0.658521
0.825445
0.655518
1.185757
0.920243
1.023329
1.039065
1.103918
1.167477
1.170982
1.077459
1.148330
0.882281
1.080155
0.931686
1.540399
1.690914
0.811950
0.961572
1.389219
1.043367
0.888122
1.013846
1.308221
1.435149
1.244466
0.859931
1.491244
1.621679
0.761272
1.358915
0.973422
1.797106
1.024671
1.274647
0.837239
1.372496
1.264738
1.258817
1.039205
1.390797
0.871446
1.323970
0.995844
1.367680
0.931662
0.952700
1.217194
1.056686
1.095374
1.347580
0.897085
1.244876
1.018565
0.803093
0.955960
1.399193
0.873625
0.834909
0.807163
1.331451
0.606973
0.963219
1.390789
0.881629
1.076101
1.316024
1.169278
1.167917
1.052075
0.712062
1.235766
1.283874
1.333624
1.287025
0.957712
1.175411
1.223134
1.361705
1.283698
1.087492
2.088065
1.270080
1.206506
0.943877
2.024469
1.196499
1.429525
1.339811
0.934271
0.943467
1.036542
0.893499
1.149138
1.382812
1.114859
1.049124
1.007946
0.814886
0.878040
0.835326
1.761250
1.390988
0.984786
1.427372
0.898824
0.714548
1.143627
0.831471
0.824852
1.076714
0.849454
1.739776
1.610501
0.758340
1.618224
2.293526
1.764970
0.944669
1.102002
0.925076
1.078815
1.203839
0.968714
1.077650
1.154709
0.995737
0.751766
1.610136
1.365774
0.948783
0.812220
1.567309
0.929867
1.652749
0.831755
0.863292
1.673814
1.522864
0.969281
0.916277
0.743995
0.755285
0.688121
0.984226
1.295641
0.845683
0.849690
0.922667
1.109636
1.327219
1.317627
1.309479
1.025900
1.411886
0.978672
1.097841
0.937015
0.912247
0.948478
1.183808
1.864360
1.490810
0.928414
1.843880
1.011878
1.247175
1.030526
1.151492
1.113871
1.113765
1.122555
0.987891
1.482072
0.745790
1.483323
1.033954
1.438498
1.384235
1.393448
1.035560
1.064384
1.027605
1.218370
1.151892
0.690214
1.520663
1.249569
1.077570
0.960108
0.953460
0.838603
1.360128
1.377428
1.174475
0.722399
1.211035
1.059644
1.704349
1.041430
1.426040
0.918781
1.069391
0.951663
1.759862
1.143609
1.446894
1.289142
0.909744
0.814843
1.050341
1.054184
1.379646
1.439233
1.141041
1.435290
0.937749
0.897147
1.165745
1.172525
1.110971
1.887059
1.011613
1.153869
1.578463
1.012027
1.495836
1.410693
0.878928
0.694481
0.961743
1.142593
1.002864
1.006614
0.765369
0.732918
1.186342
0.782805
1.245662
1.021583
1.234916
0.849033
1.164276
1.091695
1.122267
0.735516
1.617672
0.883690
1.785014
1.268688
0.926193
0.975787
1.400016
1.147901
1.174168
1.007921
1.318562
1.016330
1.212815
1.358884
0.958889
1.036468
1.151145
1.199592
0.902133
0.924111
1.197777
1.292482
1.295560
1.466254
1.357906
1.462721
0.846203
1.854545
1.355310
1.277329
1.204058
1.290785
0.914831
1.364905
0.985240
1.123642
0.878032
1.110427
1.216138
1.130952
1.185347
1.156695
1.013940
1.000877
1.086000
1.025980
0.954116
0.589404
1.210549
1.436245
0.855695
1.752078
1.467938
0.720399
1.036178
1.236925
1.050443
0.846213
0.967107
1.465543
1.015056
0.898423
1.718213
0.956145
1.374465
1.420386
1.102154
1.241842
2.134474
1.160494
0.834199
0.871548
0.821055
0.970839
1.186442
1.129726
0.965401
0.937704
1.514419
1.675070
0.776717
1.078678
1.010816
0.996866
1.033105
1.068514
1.013992
1.004381
0.589439
1.136484
1.293582
1.505943
1.353832
1.240000
1.863832
0.862248
1.323292
1.026695
1.305116
0.936014
0.851845
0.645299
1.435257
1.568586
0.780964
0.909479
1.101440
1.154084
1.273121
1.578843
0.755133
1.121507
1.520648
1.392583
0.742868
1.097612
1.083857
1.511095
1.747193
0.856251
0.978141
1.468665
0.806983
1.055018
0.937229
1.031653
1.022136
1.142807
1.381712
0.816328
0.773194
1.008994
0.956712
1.164517
1.217419
1.172861
1.024198
1.527853
1.154688
1.434443
1.835621
1.127344
1.222445
0.790527
1.177761
1.399131
1.270917
0.967536
0.737010
1.119560
0.729178
1.552239
1.055680
1.152976
1.282822
1.645177
0.894116
2.170385
1.343137
0.697952
1.111613
1.454726
1.380792
0.964573
0.914137
1.571544
0.674053
0.906915
1.305378
0.784681
1.335923
1.087101
1.390880
1.115305
1.936919
0.809037
1.160823
0.819028
0.442288
1.046838
1.249902
1.094761
0.969626
0.971635
0.727685
1.381474
1.068168
1.143707
1.235334
0.914648
0.552848
2.218280
1.129195
1.193838
1.297014
1.662204
0.995637
1.297497
1.180472
0.877365
0.974211
1.099119
0.891843
1.089243
1.140942
1.047148
1.794551
1.341158
1.158240
1.131525
1.485420
1.105644
1.382235
0.672027
1.392953
1.490242
1.153390
1.370203
0.784244
1.440618
1.483365
1.066119
1.379223
1.456320
0.876931
0.459563
0.988498
1.035683
0.998999
1.278931
0.584887
1.274504
0.888843
1.448656
0.956392
1.251880
0.977108
0.673162
1.194189
1.394127
0.802225
1.094146
1.039044
1.721848
1.213053
1.007893
0.868633
0.908579
1.037788
0.809836
1.013984
1.003675
0.986384
