Z
0.818491
0.202589
0.307035
0.876563
-0.506593
-0.374465
0.977865
-0.502599
0.153383
-0.014845
-0.369479
-0.274056
-0.451915
-0.448388
-0.492224
-0.512215
-0.409735
0.137771
-0.484230
-0.499821
-0.241572
-0.364359
-0.515208
0.197191
1.955782
-0.488644
-0.448640
-0.448069
-0.506846
-0.475567
-0.135478
0.553842
0.555218
-0.482492
-0.180118
1.410063
-0.277357
-0.259599
1.222451
0.611839
-0.490089
1.401607
0.278487
-0.209147
0.166407
-0.215676
-0.440051
-0.514420
-0.016845
0.283768
-0.144780
-0.533504
0.422586
0.411114
1.252100
1.431233
-0.357082
-0.567889
-0.494821
-0.429508
1.073042
-0.339219
0.284115
0.270969
-0.416772
-0.414866
0.171383
-0.435514
0.897950
0.653860
5.106534
-0.043090
0.809967
-0.457764
-0.412678
-0.524445
-0.143794
-0.429154
-0.040142
0.049420
-0.433812
-0.205917
0.411042
0.040000
-0.445353
1.059461
-0.316261
-0.053002
0.763788
0.039820
-0.472143
-0.318801
0.254387
1.257200
-0.504042
-0.213860
-0.279221
-0.420631
-0.369625
-0.488565
-0.460610
-0.078815
-0.435931
-0.293265
0.573085
0.082984
-0.348449
-0.439372
-0.412798
0.431653
-0.431072
-0.255135
-0.005394
-0.415405
0.464808
-0.542513
-0.464355
-0.357069
-0.395427
-0.309905
-0.475392
-0.484786
0.019960
-0.435895
-0.481978
-0.458775
0.115752
0.014636
0.170639
-0.438269
-0.294325
-0.456197
-0.437547
-0.336000
0.481696
1.881024
-0.164291
0.305821
-0.450570
-0.338226
0.075959
-0.087202
-0.441050
-0.423459
1.166074
0.772436
0.292146
-0.350796
-0.501393
2.752840
0.519789
-0.427551
-0.378274
-0.471280
0.117836
-0.104343
-0.364548
-0.439193
-0.377823
-0.270007
0.214124
-0.499823
0.591244
-0.485931
-0.490673
-0.378445
-0.487872
-0.356781
0.940681
-0.066965
-0.452545
-0.096789
-0.031127
-0.329118
0.539229
0.932696
-0.287549
0.049630
-0.478070
-0.445753
0.165928
-0.479920
-0.423552
-0.485428
-0.246027
-0.220985
-0.536307
-0.054390
-0.465053
-0.285079
0.069529
-0.464169
0.890035
-0.288903
0.122522
-0.024534
-0.091205
-0.193961
0.668849
-0.438023
0.928046
-0.437956
0.439999
-0.197993
0.570886
-0.321277
0.247267
-0.422216
-0.270976
-0.198127
-0.480482
-0.237345
-0.432957
-0.100815
0.824556
-0.530848
1.555663
-0.308413
-0.089588
1.449922
-0.476338
0.437531
-0.353711
-0.464044
0.638246
-0.353109
0.221169
-0.011835
-0.505901
1.966921
2.751407
-0.485654
-0.523717
3.257121
3.303811
-0.316203
0.260024
0.254421
-0.258937
-0.389553
-0.214397
0.371026
0.820516
-0.350866
-0.436182
0.370071
0.067275
-0.274081
-0.200961
0.099585
-0.278734
-0.369994
-0.481168
-0.174953
-0.376077
-0.425645
1.780417
-0.146438
0.908955
-0.502912
-0.515141
-0.489287
0.750983
-0.497887
1.915098
-0.493283
-0.377847
-0.240341
-0.532279
-0.360277
-0.481733
0.189251
0.060904
-0.280226
-0.452958
-0.555336
-0.536298
-0.430737
-0.288050
-0.470699
-0.514620
-0.470315
-0.456249
-0.194612
-0.282846
-0.064756
-0.370402
0.109747
-0.531909
-0.217035
-0.331132
0.835873
-0.356300
-0.464938
-0.526382
-0.079339
-0.330618
-0.490497
-0.066091
-0.498340
-0.476435
-0.546267
-0.439286
-0.510900
-0.467668
0.290459
-0.472267
-0.523581
0.550883
0.789369
0.011881
-0.325605
-0.286580
0.294586
-0.157478
-0.019746
-0.262614
-0.528327
0.324603
-0.498779
2.602893
-0.248493
0.999326
-0.081618
