alpha, gamma, P, Xmean, Xvar, Mmean, Mvar
0.000000, 0.050000, 295000.000000, 25364.705882, 0.000000, 2609884.846756, 18185664.543102
0.000000, 0.050000, 300000.000000, 25364.705882, 0.000000, 2804968.763998, 15818679.891182
0.000000, 0.050000, 305000.000000, 25364.705882, 0.000000, 3000885.485074, 17200381.613117
0.000000, 0.050000, 310000.000000, 25364.705882, 0.000000, 3196534.306184, 17102877.814414
0.000000, 0.050000, 315000.000000, 25364.705882, 0.000000, 3391948.318573, 16312075.839620
0.000000, 0.050000, 320000.000000, 25364.705882, 0.000000, 3587701.898905, 16969950.161783
0.000000, 0.050000, 325000.000000, 25364.705882, 0.000000, 3782989.046110, 15067236.200779
0.000000, 0.060000, 230000.000000, 25364.705882, 0.000000, 67393.561281, 22734348.811354
0.000000, 0.060000, 235000.000000, 25364.705882, 0.000000, 262953.482076, 23915383.623753
0.000000, 0.060000, 240000.000000, 25364.705882, 0.000000, 458581.101591, 25157204.122904
0.000000, 0.060000, 245000.000000, 25364.705882, 0.000000, 653557.620252, 25616568.164141
0.000000, 0.060000, 250000.000000, 25364.705882, 0.000000, 849478.625713, 22220034.159931
0.000000, 0.060000, 255000.000000, 25364.705882, 0.000000, 1045120.121765, 22913199.285596
0.000000, 0.060000, 260000.000000, 25364.705882, 0.000000, 1240732.703861, 21213354.597322
0.000000, 0.060000, 265000.000000, 25364.705882, 0.000000, 1436208.221746, 20673182.493243
0.000000, 0.060000, 270000.000000, 25364.705882, 0.000000, 1631840.603349, 26281559.521864
0.000000, 0.060000, 275000.000000, 25364.705882, 0.000000, 1827491.316002, 23316748.456076
0.000000, 0.060000, 280000.000000, 25364.705882, 0.000000, 2022526.814587, 25895360.164779
0.000000, 0.060000, 285000.000000, 25364.705882, 0.000000, 2218508.007712, 25149926.337468
0.000000, 0.060000, 290000.000000, 25364.705882, 0.000000, 2414120.000417, 25193561.710250
0.000000, 0.060000, 295000.000000, 25364.705882, 0.000000, 2609725.752998, 22981349.628037
0.000000, 0.060000, 300000.000000, 25364.705882, 0.000000, 2805414.522516, 22479365.572201
0.000000, 0.060000, 305000.000000, 25364.705882, 0.000000, 3001033.212653, 25377752.298692
0.000000, 0.060000, 310000.000000, 25364.705882, 0.000000, 3196445.467151, 26160321.553396
0.000000, 0.060000, 315000.000000, 25364.705882, 0.000000, 3392175.180642, 22304809.161163
0.000000, 0.060000, 320000.000000, 25364.705882, 0.000000, 3586941.078185, 24927677.264831
0.000000, 0.060000, 325000.000000, 25364.705882, 0.000000, 3782864.102394, 22260035.465977
0.000000, 0.070000, 230000.000000, 25364.705882, 0.000000, 67568.292610, 34048823.078089
0.000000, 0.070000, 235000.000000, 25364.705882, 0.000000, 262719.792109, 30098370.814291
0.000000, 0.070000, 240000.000000, 25364.705882, 0.000000, 458563.814472, 34419453.793578
0.000000, 0.070000, 245000.000000, 25364.705882, 0.000000, 653970.926210, 30598937.079542
0.000000, 0.070000, 250000.000000, 25364.705882, 0.000000, 849041.793823, 29715569.172109
0.000000, 0.070000, 255000.000000, 25364.705882, 0.000000, 1045052.850067, 32237025.151412
0.000000, 0.070000, 260000.000000, 25364.705882, 0.000000, 1240148.418226, 33213657.440643
0.000000, 0.070000, 265000.000000, 25364.705882, 0.000000, 1436172.759090, 34684066.275240
0.000000, 0.070000, 270000.000000, 25364.705882, 0.000000, 1631742.406875, 32095091.125950
0.000000, 0.070000, 275000.000000, 25364.705882, 0.000000, 1827474.587699, 32024900.360365
0.000000, 0.070000, 280000.000000, 25364.705882, 0.000000, 2022977.947670, 31801675.595915
0.000000, 0.070000, 285000.000000, 25364.705882, 0.000000, 2218216.245446, 28949819.906207
0.000000, 0.070000, 290000.000000, 25364.705882, 0.000000, 2414005.172992, 33422258.641765
0.000000, 0.070000, 295000.000000, 25364.705882, 0.000000, 2609388.755821, 35160867.784198
0.000000, 0.070000, 300000.000000, 25364.705882, 0.000000, 2805361.871304, 36206047.416823
0.000000, 0.070000, 305000.000000, 25364.705882, 0.000000, 3000833.452228, 28079397.900184
0.000000, 0.070000, 310000.000000, 25364.705882, 0.000000, 3196312.296984, 31090455.090975
0.000000, 0.070000, 315000.000000, 25364.705882, 0.000000, 3392017.840639, 31208490.119921
0.000000, 0.070000, 320000.000000, 25364.705882, 0.000000, 3587580.327977, 33746908.877435
0.000000, 0.070000, 325000.000000, 25364.705882, 0.000000, 3782555.226916, 31506324.043669
0.000000, 0.080000, 230000.000000, 25364.705882, 0.000000, 66777.031444, 43855544.965919
0.000000, 0.080000, 235000.000000, 25364.705882, 0.000000, 262437.802826, 42677339.588674
0.000000, 0.080000, 240000.000000, 25364.705882, 0.000000, 457629.776088, 40816122.796322
0.000000, 0.080000, 245000.000000, 25364.705882, 0.000000, 653462.558641, 42129692.599598
0.000000, 0.080000, 250000.000000, 25364.705882, 0.000000, 849668.753034, 41866275.520459
0.000000, 0.080000, 255000.000000, 25364.705882, 0.000000, 1045028.976384, 42172251.836359
0.000000, 0.080000, 260000.000000, 25364.705882, 0.000000, 1240176.398860, 41998950.815935
0.000000, 0.080000, 265000.000000, 25364.705882, 0.000000, 1436162.892424, 44279692.796634
0.000000, 0.080000, 270000.000000, 25364.705882, 0.000000, 1632179.635480, 46098508.786294
0.000000, 0.080000, 275000.000000, 25364.705882, 0.000000, 1827087.962905, 43678902.246533
0.000000, 0.080000, 280000.000000, 25364.705882, 0.000000, 2023240.932351, 42208272.482608
0.000000, 0.080000, 285000.000000, 25364.705882, 0.000000, 2218384.477682, 40775336.525864
0.000000, 0.080000, 290000.000000, 25364.705882, 0.000000, 2413937.500318, 42143833.716807
0.000000, 0.080000, 295000.000000, 25364.705882, 0.000000, 2609952.859611, 40970762.096876
0.000000, 0.080000, 300000.000000, 25364.705882, 0.000000, 2805330.220948, 43656392.748186
0.000000, 0.080000, 305000.000000, 25364.705882, 0.000000, 3000754.963200, 41389392.924597
0.000000, 0.080000, 310000.000000, 25364.705882, 0.000000, 3196344.520115, 47338924.025274
0.000000, 0.080000, 315000.000000, 25364.705882, 0.000000, 3391479.930709, 45775089.314338
0.000000, 0.080000, 320000.000000, 25364.705882, 0.000000, 3587137.988949, 43059806.080178
0.000000, 0.080000, 325000.000000, 25364.705882, 0.000000, 3783447.592395, 38274116.921358
0.000000, 0.090000, 230000.000000, 25364.705882, 0.000000, 67130.014105, 55271066.562956
0.000000, 0.090000, 235000.000000, 25364.705882, 0.000000, 262877.552917, 55357639.490476
0.000000, 0.090000, 240000.000000, 25364.705882, 0.000000, 458677.856893, 55114677.423901
0.000000, 0.090000, 245000.000000, 25364.705882, 0.000000, 653950.503428, 53511103.348896
0.000000, 0.090000, 250000.000000, 25364.705882, 0.000000, 850159.575519, 54678413.217726
0.000000, 0.090000, 255000.000000, 25364.705882, 0.000000, 1045121.217554, 52394258.081391
0.000000, 0.090000, 260000.000000, 25364.705882, 0.000000, 1240779.713026, 61082215.043829
0.000000, 0.090000, 265000.000000, 25364.705882, 0.000000, 1436257.643520, 48417076.238848
0.000000, 0.090000, 270000.000000, 25364.705882, 0.000000, 1631357.549841, 59562261.479850
0.000000, 0.090000, 275000.000000, 25364.705882, 0.000000, 1827484.836218, 49920271.466551
0.000000, 0.090000, 280000.000000, 25364.705882, 0.000000, 2021882.494237, 60347600.427439
0.000000, 0.090000, 285000.000000, 25364.705882, 0.000000, 2218039.956233, 52908792.976376
0.000000, 0.090000, 290000.000000, 25364.705882, 0.000000, 2413994.694910, 47126809.597272
0.000000, 0.090000, 295000.000000, 25364.705882, 0.000000, 2609415.741075, 51811129.356672
0.000000, 0.090000, 300000.000000, 25364.705882, 0.000000, 2805028.127579, 52806749.676961
0.000000, 0.090000, 305000.000000, 25364.705882, 0.000000, 3001027.533804, 60441328.589309
0.000000, 0.090000, 310000.000000, 25364.705882, 0.000000, 3196505.002902, 52562415.947388
0.000000, 0.090000, 315000.000000, 25364.705882, 0.000000, 3392224.599514, 55479588.787418
0.000000, 0.090000, 320000.000000, 25364.705882, 0.000000, 3587247.734669, 54880294.711597
0.000000, 0.090000, 325000.000000, 25364.705882, 0.000000, 3782576.134483, 52841608.558984
0.000000, 0.100000, 230000.000000, 25364.705882, 0.000000, 67345.442278, 61091217.066736
0.000000, 0.100000, 235000.000000, 25364.705882, 0.000000, 263375.502311, 62485089.513001
0.000000, 0.100000, 240000.000000, 25364.705882, 0.000000, 458094.842165, 74752154.595570
0.000000, 0.100000, 245000.000000, 25364.705882, 0.000000, 654126.503188, 63602063.901378
0.000000, 0.100000, 250000.000000, 25364.705882, 0.000000, 850114.685933, 68918192.471623
0.000000, 0.100000, 255000.000000, 25364.705882, 0.000000, 1045219.272005, 61501227.835391
0.000000, 0.100000, 260000.000000, 25364.705882, 0.000000, 1240897.343590, 60432162.015217
0.000000, 0.100000, 265000.000000, 25364.705882, 0.000000, 1435748.020906, 70014895.512081
0.000000, 0.100000, 270000.000000, 25364.705882, 0.000000, 1631858.413867, 67230622.097841
0.000000, 0.100000, 275000.000000, 25364.705882, 0.000000, 1827927.379247, 67602684.951202
0.000000, 0.100000, 280000.000000, 25364.705882, 0.000000, 2023126.214468, 73033043.658081
0.000000, 0.100000, 285000.000000, 25364.705882, 0.000000, 2218332.589314, 74518917.000274
0.000000, 0.100000, 290000.000000, 25364.705882, 0.000000, 2414402.850634, 64869055.391403
0.000000, 0.100000, 295000.000000, 25364.705882, 0.000000, 2609510.292141, 66235936.440003
