alpha, gamma, P, Xmean, Xvar, Mmean, Mvar
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 332816.079241, 1056510155.821556
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 363854.187357, 1196639556.329773
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 399658.446529, 1558134101.552350
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 432097.674999, 1804821677.943204
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 465692.612627, 2136518227.717516
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 499892.730626, 2447296550.596301
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 532068.479460, 2705587585.243163
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 565500.111376, 3025039318.164690
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 600407.021912, 3498453968.036459
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 633063.057329, 3894765426.054301
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 666228.661881, 4286557755.833528
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 699541.682050, 4731586174.111608
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 733672.930377, 5308922310.596567
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 766573.091176, 5630083395.645874
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 798090.349518, 6092455160.988154
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 832780.143183, 6643451983.961359
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 867528.307889, 7205294569.085208
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 898048.286445, 7792978175.053469
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 934078.807523, 8466658606.571006
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 965830.258936, 8745822795.618620
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1000837.142969, 9692001531.582930
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1032970.064602, 10270829361.879749
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1068980.821127, 11148388457.589140
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1100503.654960, 11624939129.805328
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1132300.990963, 12248030371.045816
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1168262.070652, 13280748947.973364
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1200480.470385, 13866489538.459967
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1233004.469647, 14423230127.627028
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1266852.005503, 15328381063.984869
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1301248.392705, 16224164063.178566
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1334849.678748, 17355676606.015896
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1367553.237565, 17879780180.668877
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1401682.487465, 18977394805.949768
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1432972.146984, 19615844392.055618
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, -1810.725313, 409686.864908
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 32647.898611, 11831686.909244
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 65473.710114, 46102963.349055
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 98263.696994, 85769630.877953
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 132946.372067, 171128496.091950
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 164918.620464, 265770879.975787
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 201129.580385, 408558418.762391
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 232685.033551, 575298486.643283
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 267118.227895, 689919133.857750
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 298160.721896, 820386578.687041
